UTC,Longitude (deg),Latitude (deg),Elevation (m),TB X (K),TB K (K),TB Ka (K),Antenna Longitude (deg),Antenna Latitude (deg),Antenna Altitude (m),Antenna Yaw (deg),Antenna Pitch (deg),Antenna Look Angle (deg)
20200210-22:53:53.921040,-108.200519,39.021066,3041,234.2,165.9,83.9,-108.056214,39.024852,4910.9,0.53,1.54,44.7
20200210-22:53:54.021040,-108.200611,39.021066,3040,234.2,164.4,83.7,-108.056218,39.024852,4910.9,0.54,1.54,44.7
20200210-22:53:54.121040,-108.200704,39.021066,3040,235.6,165.1,83.6,-108.056221,39.024852,4910.9,0.54,1.54,44.7
20200210-22:53:54.221060,-108.200796,39.021066,3040,234.8,166.5,83.7,-108.056225,39.024853,4910.9,0.54,1.54,44.7
20200210-22:53:54.321060,-108.200796,39.021066,3040,234.6,165.8,83.7,-108.056229,39.024853,4910.9,0.54,1.54,44.7
20200210-22:53:54.421060,-108.200889,39.021066,3040,232.4,165.6,83.8,-108.056233,39.024853,4910.9,0.55,1.54,44.7
20200210-22:53:54.521060,-108.200982,39.021066,3040,233.3,165.5,83.7,-108.056236,39.024853,4910.9,0.55,1.54,44.7
20200210-22:53:54.621060,-108.201074,39.021066,3040,230.9,165,84.3,-108.05624,39.024853,4910.9,0.55,1.54,44.7
20200210-22:53:54.721060,-108.201167,39.021066,3040,231.1,166.5,83.6,-108.056244,39.024854,4910.9,0.55,1.54,44.7
20200210-22:53:54.821060,-108.201259,39.021066,3040,230.6,165.8,83.9,-108.056248,39.024854,4910.9,0.54,1.54,44.7
20200210-22:53:54.921080,-108.201352,39.021066,3040,232.1,166.2,83.7,-108.056251,39.024854,4910.9,0.53,1.54,44.7
20200210-22:53:55.021080,-108.201352,39.021158,3040,232.8,166.3,83.7,-108.056255,39.024854,4910.9,0.52,1.54,44.7
20200210-22:53:55.121080,-108.201445,39.021158,3040,230.6,166.9,83.8,-108.056259,39.024855,4910.9,0.53,1.54,44.7
20200210-22:53:55.221080,-108.201537,39.021158,3040,231.5,165.7,84.3,-108.056263,39.024855,4910.9,0.53,1.54,44.7
20200210-22:53:55.321080,-108.20163,39.021158,3040,233,166.1,83.8,-108.056267,39.024855,4910.9,0.55,1.54,44.7
20200210-22:53:55.421080,-108.201722,39.021158,3039,235,165.5,83.6,-108.05627,39.024855,4910.9,0.54,1.54,44.7
20200210-22:53:55.521080,-108.201722,39.021158,3039,235,165.3,83.6,-108.056274,39.024855,4910.9,0.53,1.54,44.7
20200210-22:53:55.621100,-108.201815,39.021158,3039,235.1,166,83.4,-108.056278,39.024856,4910.9,0.53,1.54,44.7
20200210-22:53:55.721100,-108.201907,39.021158,3039,236.1,165.4,83.4,-108.056282,39.024856,4910.9,0.52,1.54,44.7
20200210-22:53:55.821080,-108.202,39.021158,3038,234.5,166.6,83.5,-108.056285,39.024856,4910.9,0.54,1.55,44.7
20200210-22:53:55.921100,-108.202093,39.021158,3038,237,166.6,83.3,-108.056289,39.024856,4910.9,0.54,1.54,44.7
20200210-22:53:56.021100,-108.202185,39.021158,3038,234.3,165.9,83.2,-108.056293,39.024856,4910.8,0.56,1.54,44.7
20200210-22:53:56.121100,-108.202185,39.021158,3038,234.1,165.7,83.3,-108.056297,39.024857,4910.8,0.56,1.54,44.7
20200210-22:53:56.221100,-108.202278,39.021158,3037,233.6,165.6,83.2,-108.0563,39.024857,4910.8,0.56,1.55,44.7
20200210-22:53:56.321100,-108.20237,39.021158,3037,234.6,166.2,83.2,-108.056304,39.024857,4910.8,0.55,1.55,44.7
20200210-22:53:56.421100,-108.202463,39.021158,3036,235,165.4,83.5,-108.056308,39.024857,4910.8,0.53,1.55,44.7
20200210-22:53:56.521100,-108.202556,39.021158,3036,233.6,166.1,83.4,-108.056312,39.024858,4910.8,0.54,1.55,44.7
20200210-22:53:56.621120,-108.202648,39.021158,3036,234.9,166.1,83.3,-108.056315,39.024858,4910.8,0.54,1.55,44.7
20200210-22:53:56.721120,-108.202648,39.021158,3036,234.4,166.3,83.3,-108.056319,39.024858,4910.8,0.55,1.55,44.7
20200210-22:53:56.821120,-108.202741,39.021251,3035,234.1,166.1,83.3,-108.056323,39.024858,4910.8,0.57,1.55,44.7
20200210-22:53:56.921120,-108.202833,39.021251,3035,232.2,166,83.5,-108.056327,39.024858,4910.8,0.55,1.55,44.7
20200210-22:53:57.021120,-108.202926,39.021251,3035,235.1,166.4,83.3,-108.05633,39.024859,4910.8,0.54,1.55,44.7
20200210-22:53:57.121120,-108.202926,39.021251,3035,233.8,165.8,83.4,-108.056334,39.024859,4910.8,0.53,1.55,44.7
20200210-22:53:57.221120,-108.203019,39.021251,3035,234,165.6,83.6,-108.056338,39.024859,4910.8,0.53,1.56,44.7
20200210-22:53:57.321120,-108.203111,39.021251,3034,233.5,165.8,83.4,-108.056342,39.024859,4910.8,0.54,1.56,44.7
20200210-22:53:57.421140,-108.203204,39.021251,3034,232.7,166,83.9,-108.056345,39.024859,4910.8,0.55,1.55,44.7
20200210-22:53:57.521140,-108.203296,39.021251,3034,232.7,165.2,83.7,-108.056349,39.02486,4910.8,0.56,1.56,44.7
20200210-22:53:57.621140,-108.203389,39.021251,3033,233.5,166.5,84,-108.056353,39.02486,4910.8,0.56,1.56,44.7
20200210-22:53:57.721140,-108.203389,39.021251,3033,235.1,166.8,83.8,-108.056357,39.02486,4910.8,0.55,1.56,44.7
20200210-22:53:57.821140,-108.203482,39.021251,3033,234.6,166.3,83.6,-108.05636,39.02486,4910.8,0.54,1.56,44.7
20200210-22:53:57.921140,-108.203574,39.021251,3033,234.3,166.8,83.6,-108.056364,39.02486,4910.8,0.55,1.56,44.7
20200210-22:53:58.021140,-108.203667,39.021251,3033,234.6,166.5,83.5,-108.056368,39.024861,4910.8,0.55,1.56,44.7
20200210-22:53:58.121140,-108.203759,39.021251,3033,234.9,168.1,84,-108.056372,39.024861,4910.8,0.56,1.56,44.7
20200210-22:53:58.221140,-108.203759,39.021251,3033,235.3,166.2,84.6,-108.056375,39.024861,4910.8,0.57,1.56,44.7
20200210-22:53:58.321140,-108.203852,39.021251,3033,233.1,165.9,83.7,-108.056379,39.024861,4910.8,0.55,1.56,44.7
20200210-22:53:58.421160,-108.203945,39.021251,3032,233.5,166.4,83.6,-108.056383,39.024862,4910.8,0.55,1.56,44.7
20200210-22:53:58.521160,-108.204037,39.021344,3033,235.4,166.9,83.8,-108.056387,39.024862,4910.8,0.55,1.56,44.8
20200210-22:53:58.621160,-108.20413,39.021344,3033,233.1,166.2,83.9,-108.05639,39.024862,4910.8,0.53,1.57,44.8
20200210-22:53:58.721160,-108.20413,39.021344,3033,232.8,165.9,83.6,-108.056394,39.024862,4910.8,0.55,1.57,44.8
20200210-22:53:58.821160,-108.204222,39.021344,3033,234.8,166.8,83.4,-108.056398,39.024862,4910.7,0.55,1.56,44.8
20200210-22:53:58.921160,-108.204315,39.021344,3033,232.1,166.3,83.6,-108.056402,39.024863,4910.7,0.55,1.56,44.8
20200210-22:53:59.021160,-108.204408,39.021344,3033,233.2,166.5,83.5,-108.056405,39.024863,4910.7,0.57,1.57,44.8
20200210-22:53:59.121180,-108.2045,39.021344,3033,233.3,167,83.7,-108.056409,39.024863,4910.7,0.55,1.57,44.8
20200210-22:53:59.221180,-108.2045,39.021344,3033,232.2,166.2,83.6,-108.056413,39.024863,4910.7,0.55,1.57,44.8
20200210-22:53:59.321180,-108.204593,39.021344,3033,235.6,165.8,83.4,-108.056417,39.024863,4910.7,0.53,1.57,44.8
20200210-22:53:59.421180,-108.204685,39.021344,3033,234.6,166.6,83.7,-108.05642,39.024864,4910.7,0.56,1.57,44.8
20200210-22:53:59.521180,-108.204778,39.021344,3033,235.5,166.9,84.2,-108.056424,39.024864,4910.7,0.57,1.57,44.8
20200210-22:53:59.621180,-108.204871,39.021344,3033,233.5,166.8,84.1,-108.056428,39.024864,4910.7,0.57,1.57,44.8
20200210-22:53:59.721180,-108.204963,39.021344,3033,235.7,166.1,84,-108.056432,39.024864,4910.7,0.59,1.57,44.8
20200210-22:53:59.821180,-108.204963,39.021436,3033,234.8,165.2,83.8,-108.056435,39.024864,4910.7,0.56,1.57,44.8
20200210-22:53:59.921180,-108.205056,39.021436,3033,236,167.1,84.2,-108.056439,39.024865,4910.7,0.55,1.57,44.8
20200210-22:54:00.021180,-108.205148,39.021436,3032,235.5,165.1,84,-108.056443,39.024865,4910.7,0.54,1.57,44.8
20200210-22:54:00.121180,-108.205241,39.021436,3032,234.5,166.1,84,-108.056447,39.024865,4910.7,0.55,1.57,44.8
20200210-22:54:00.221200,-108.205241,39.021436,3032,234.3,165.6,84.1,-108.05645,39.024865,4910.7,0.56,1.57,44.8
20200210-22:54:00.321200,-108.205334,39.021436,3032,234.4,165.9,83.9,-108.056454,39.024866,4910.7,0.56,1.57,44.8
20200210-22:54:00.421200,-108.205426,39.021436,3032,234,166.9,83.9,-108.056458,39.024866,4910.7,0.56,1.57,44.8
20200210-22:54:00.521200,-108.205519,39.021436,3031,233.1,166.9,84.1,-108.056462,39.024866,4910.7,0.55,1.57,44.8
20200210-22:54:00.621200,-108.205611,39.021436,3031,234.4,165.9,84.1,-108.056465,39.024866,4910.7,0.55,1.57,44.8
20200210-22:54:00.721200,-108.205704,39.021436,3031,234,165.7,83.8,-108.056469,39.024866,4910.7,0.54,1.57,44.8
20200210-22:54:00.821220,-108.205704,39.021436,3031,233.7,166.7,83.7,-108.056473,39.024867,4910.7,0.55,1.58,44.8
20200210-22:54:00.921220,-108.205797,39.021436,3031,234.3,166.3,83.6,-108.056477,39.024867,4910.7,0.57,1.58,44.8
20200210-22:54:01.021220,-108.205889,39.021436,3031,233.9,166.6,83.8,-108.05648,39.024867,4910.7,0.57,1.57,44.8
20200210-22:54:01.121220,-108.205982,39.021436,3032,230.9,166.2,83.9,-108.056484,39.024867,4910.7,0.58,1.57,44.8
20200210-22:54:01.221220,-108.206074,39.021436,3032,233.1,165.4,83.9,-108.056488,39.024867,4910.7,0.57,1.57,44.8
20200210-22:54:01.321220,-108.206074,39.021529,3032,232.7,166.7,83.5,-108.056492,39.024868,4910.7,0.56,1.57,44.8
20200210-22:54:01.421220,-108.206167,39.021529,3032,232.4,165.4,84,-108.056495,39.024868,4910.7,0.56,1.58,44.8
20200210-22:54:01.521220,-108.20626,39.021529,3033,234,165.3,83.7,-108.056499,39.024868,4910.7,0.56,1.57,44.8
20200210-22:54:01.621220,-108.206352,39.021529,3033,233.6,165.2,83.7,-108.056503,39.024868,4910.7,0.57,1.57,44.8
20200210-22:54:01.721220,-108.206352,39.021529,3033,232,166.2,83.9,-108.056507,39.024869,4910.6,0.57,1.57,44.8
20200210-22:54:01.821220,-108.206445,39.021529,3033,234,165.9,84,-108.05651,39.024869,4910.6,0.58,1.57,44.8
20200210-22:54:01.921240,-108.206537,39.021529,3033,232.4,164.9,83.8,-108.056514,39.024869,4910.6,0.56,1.57,44.8
20200210-22:54:02.021240,-108.20663,39.021529,3033,234.1,165.1,83.7,-108.056518,39.024869,4910.6,0.56,1.57,44.8
20200210-22:54:02.121240,-108.206723,39.021529,3032,232.4,165.6,83.9,-108.056522,39.024869,4910.6,0.55,1.57,44.8
20200210-22:54:02.221240,-108.206723,39.021529,3032,232.3,165.3,83.7,-108.056525,39.02487,4910.6,0.56,1.57,44.8
20200210-22:54:02.321240,-108.206815,39.021529,3032,231.8,165,83.4,-108.056529,39.02487,4910.6,0.57,1.57,44.8
20200210-22:54:02.421240,-108.206908,39.021529,3031,232.6,165.4,83.8,-108.056533,39.02487,4910.6,0.58,1.57,44.8
20200210-22:54:02.521240,-108.207,39.021529,3030,232.4,164.6,83.7,-108.056537,39.02487,4910.6,0.58,1.58,44.8
20200210-22:54:02.621260,-108.207093,39.021529,3030,230,165.5,83.7,-108.05654,39.02487,4910.6,0.58,1.57,44.8
20200210-22:54:02.721260,-108.207186,39.021529,3029,232.7,165.3,83.9,-108.056544,39.024871,4910.6,0.57,1.57,44.8
20200210-22:54:02.821260,-108.207186,39.021529,3029,233,165.6,83.8,-108.056548,39.024871,4910.6,0.58,1.57,44.8
20200210-22:54:02.921260,-108.207278,39.021529,3029,232.3,165.3,84.2,-108.056552,39.024871,4910.6,0.58,1.58,44.8
20200210-22:54:03.021260,-108.207371,39.021529,3028,232.2,165,84,-108.056555,39.024871,4910.6,0.58,1.58,44.8
20200210-22:54:03.121260,-108.207463,39.021529,3028,233.6,164.7,84.1,-108.056559,39.024871,4910.6,0.6,1.58,44.8
20200210-22:54:03.221260,-108.207556,39.021529,3027,232,164.6,84.4,-108.056563,39.024872,4910.6,0.59,1.57,44.8
20200210-22:54:03.321280,-108.207556,39.021529,3027,233.1,165.1,84.2,-108.056567,39.024872,4910.6,0.59,1.58,44.8
20200210-22:54:03.421260,-108.207648,39.021529,3027,232.7,165,84.5,-108.05657,39.024872,4910.6,0.59,1.58,44.8
20200210-22:54:03.521260,-108.207741,39.021529,3027,232,163.6,84.5,-108.056574,39.024872,4910.6,0.58,1.58,44.8
20200210-22:54:03.621260,-108.207834,39.021529,3027,231,164,84.6,-108.056578,39.024873,4910.6,0.58,1.58,44.8
20200210-22:54:03.721280,-108.207834,39.021621,3027,233,164.7,84.6,-108.056582,39.024873,4910.6,0.58,1.58,44.8
20200210-22:54:03.821280,-108.207926,39.021621,3027,231.7,164.6,84.7,-108.056585,39.024873,4910.6,0.59,1.58,44.8
20200210-22:54:03.921280,-108.208019,39.021621,3027,231.9,163.7,84.8,-108.056589,39.024873,4910.6,0.58,1.58,44.8
20200210-22:54:04.021280,-108.208111,39.021621,3027,231.7,165.3,84.8,-108.056593,39.024873,4910.6,0.59,1.58,44.8
20200210-22:54:04.121280,-108.208204,39.021621,3027,230.9,165,84.9,-108.056597,39.024874,4910.6,0.59,1.58,44.8
20200210-22:54:04.221280,-108.208204,39.021621,3027,233.2,164.8,84.9,-108.0566,39.024874,4910.6,0.59,1.58,44.8
20200210-22:54:04.321280,-108.208297,39.021621,3027,231.8,164.4,84.6,-108.056604,39.024874,4910.6,0.61,1.58,44.8
20200210-22:54:04.421300,-108.208389,39.021621,3027,229.6,164.4,84.6,-108.056608,39.024874,4910.6,0.6,1.58,44.8
20200210-22:54:04.521300,-108.208482,39.021621,3027,230.7,163.6,84.6,-108.056612,39.024874,4910.5,0.6,1.58,44.8
20200210-22:54:04.621300,-108.208574,39.021621,3027,231.5,165.1,84.2,-108.056615,39.024875,4910.5,0.6,1.58,44.8
20200210-22:54:04.721300,-108.208574,39.021621,3027,233.1,164.6,84.6,-108.056619,39.024875,4910.5,0.6,1.58,44.8
20200210-22:54:04.821300,-108.208667,39.021621,3027,231.2,165.4,84,-108.056623,39.024875,4910.5,0.6,1.58,44.8
20200210-22:54:04.921300,-108.20876,39.021621,3027,230.8,165.2,84.2,-108.056627,39.024875,4910.5,0.62,1.58,44.8
20200210-22:54:05.021300,-108.208852,39.021621,3027,231.9,165.2,84.1,-108.05663,39.024876,4910.5,0.61,1.58,44.8
20200210-22:54:05.121320,-108.208852,39.021621,3027,230.7,165.4,84.1,-108.056634,39.024876,4910.5,0.59,1.58,44.8
20200210-22:54:05.221320,-108.208945,39.021621,3027,232.7,165.2,83.9,-108.056638,39.024876,4910.5,0.6,1.58,44.8
20200210-22:54:05.321300,-108.209037,39.021621,3027,231.1,165,83.9,-108.056642,39.024876,4910.5,0.58,1.58,44.8
20200210-22:54:05.421320,-108.20913,39.021714,3027,230.5,165.6,83.7,-108.056645,39.024876,4910.5,0.58,1.58,44.8
20200210-22:54:05.521320,-108.209223,39.021714,3028,233.4,165.7,84,-108.056649,39.024877,4910.5,0.6,1.58,44.8
20200210-22:54:05.621320,-108.209223,39.021714,3028,232.1,166.2,84.2,-108.056653,39.024877,4910.5,0.61,1.58,44.8
20200210-22:54:05.721320,-108.209315,39.021714,3028,232.9,165.5,84,-108.056657,39.024877,4910.5,0.61,1.58,44.8
20200210-22:54:05.821320,-108.209408,39.021714,3028,231.6,164.9,84,-108.05666,39.024877,4910.5,0.61,1.58,44.8
20200210-22:54:05.921320,-108.2095,39.021714,3027,232,165.1,84.4,-108.056664,39.024877,4910.5,0.6,1.58,44.8
20200210-22:54:06.021320,-108.209593,39.021714,3027,232.7,165.4,84.1,-108.056668,39.024878,4910.5,0.61,1.58,44.8
20200210-22:54:06.121340,-108.209593,39.021714,3027,233.1,165.4,84.4,-108.056672,39.024878,4910.5,0.59,1.58,44.8
20200210-22:54:06.221340,-108.209686,39.021714,3028,232.5,165.2,84.3,-108.056675,39.024878,4910.5,0.6,1.58,44.8
20200210-22:54:06.321340,-108.209778,39.021714,3028,233.9,165.5,84.4,-108.056679,39.024878,4910.5,0.62,1.58,44.8
20200210-22:54:06.421340,-108.209871,39.021714,3028,233.1,165.5,84.4,-108.056683,39.024878,4910.5,0.61,1.58,44.8
20200210-22:54:06.521340,-108.209963,39.021714,3028,234.3,165.2,84.2,-108.056687,39.024879,4910.5,0.62,1.57,44.8
20200210-22:54:06.621340,-108.209963,39.021714,3028,232.9,164.5,84.3,-108.056691,39.024879,4910.5,0.6,1.57,44.8
20200210-22:54:06.721340,-108.210056,39.021714,3028,233.2,165.3,84.2,-108.056694,39.024879,4910.5,0.6,1.58,44.8
20200210-22:54:06.821360,-108.210149,39.021714,3028,232.2,165.1,84.2,-108.056698,39.024879,4910.5,0.6,1.57,44.8
20200210-22:54:06.921360,-108.210241,39.021714,3028,232.9,165.9,84,-108.056702,39.02488,4910.5,0.6,1.57,44.8
20200210-22:54:07.021360,-108.210241,39.021807,3028,232.7,165.2,84,-108.056706,39.02488,4910.5,0.61,1.57,44.8
20200210-22:54:07.121360,-108.210334,39.021807,3029,233.2,165.1,84.3,-108.056709,39.02488,4910.5,0.6,1.57,44.8
20200210-22:54:07.221360,-108.210426,39.021807,3029,233.3,165,84,-108.056713,39.02488,4910.5,0.61,1.57,44.8
20200210-22:54:07.321360,-108.210519,39.021807,3029,231.6,164,84.1,-108.056717,39.02488,4910.5,0.59,1.57,44.8
20200210-22:54:07.421360,-108.210612,39.021807,3029,232.9,165.4,84.3,-108.056721,39.024881,4910.5,0.59,1.57,44.8
20200210-22:54:07.521360,-108.210612,39.021807,3029,233.7,165.4,84.1,-108.056724,39.024881,4910.4,0.59,1.57,44.8
20200210-22:54:07.621360,-108.210704,39.021807,3029,233.4,164.8,84.3,-108.056728,39.024881,4910.4,0.61,1.57,44.8
20200210-22:54:07.721360,-108.210797,39.021807,3029,233.6,165,83.8,-108.056732,39.024881,4910.4,0.63,1.57,44.8
20200210-22:54:07.821360,-108.210889,39.021807,3029,232.2,165.2,83.7,-108.056736,39.024881,4910.4,0.62,1.56,44.8
20200210-22:54:07.921380,-108.210889,39.021807,3029,232.7,164.9,83.9,-108.056739,39.024882,4910.4,0.62,1.56,44.8
20200210-22:54:08.021380,-108.210982,39.021807,3030,233.2,164.4,83.8,-108.056743,39.024882,4910.4,0.6,1.57,44.8
20200210-22:54:08.121380,-108.211075,39.021807,3030,232.1,164.4,84,-108.056747,39.024882,4910.4,0.6,1.57,44.8
20200210-22:54:08.221380,-108.211167,39.021807,3030,232.8,165.5,84,-108.056751,39.024882,4910.4,0.61,1.56,44.8
20200210-22:54:08.321380,-108.21126,39.021807,3030,233.1,165.3,83.8,-108.056754,39.024882,4910.4,0.6,1.56,44.8
20200210-22:54:08.421380,-108.21126,39.021899,3030,233.4,164.8,84.2,-108.056758,39.024883,4910.4,0.62,1.56,44.8
20200210-22:54:08.521380,-108.211352,39.021899,3031,232.3,165.7,83.9,-108.056762,39.024883,4910.4,0.61,1.56,44.8
20200210-22:54:08.621400,-108.211445,39.021899,3031,232.2,165.6,83.9,-108.056766,39.024883,4910.4,0.61,1.56,44.8
20200210-22:54:08.721400,-108.211538,39.021899,3031,232.9,165.8,84,-108.056769,39.024883,4910.4,0.59,1.56,44.8
20200210-22:54:08.821400,-108.21163,39.021899,3031,232.9,164.7,84,-108.056773,39.024884,4910.4,0.58,1.56,44.8
20200210-22:54:08.921400,-108.21163,39.021899,3031,232.2,165.4,84.4,-108.056777,39.024884,4910.4,0.58,1.56,44.8
20200210-22:54:09.021400,-108.211723,39.021899,3031,232.6,165.1,84.7,-108.056781,39.024884,4910.4,0.59,1.56,44.8
20200210-22:54:09.121400,-108.211815,39.021899,3032,232.9,165.3,84.6,-108.056784,39.024884,4910.4,0.61,1.56,44.8
20200210-22:54:09.221400,-108.211908,39.021899,3032,234,164.8,84.8,-108.056788,39.024884,4910.4,0.61,1.56,44.8
20200210-22:54:09.321400,-108.212001,39.021899,3032,232.7,165.2,84.8,-108.056792,39.024885,4910.4,0.6,1.55,44.8
20200210-22:54:09.421400,-108.212001,39.021899,3032,231.1,165.9,84.8,-108.056796,39.024885,4910.4,0.59,1.55,44.8
20200210-22:54:09.521400,-108.212093,39.021899,3032,231.8,165.5,85.3,-108.056799,39.024885,4910.4,0.58,1.55,44.8
20200210-22:54:09.621420,-108.212186,39.021899,3032,232.3,165.2,85.2,-108.056803,39.024885,4910.4,0.59,1.55,44.8
20200210-22:54:09.721420,-108.212278,39.021899,3032,231.6,165.2,85.2,-108.056807,39.024885,4910.4,0.61,1.55,44.8
20200210-22:54:09.821420,-108.212371,39.021899,3032,232.8,165.6,85.4,-108.056811,39.024886,4910.4,0.63,1.55,44.8
20200210-22:54:09.921420,-108.212371,39.021899,3032,233.7,166.4,85.4,-108.056814,39.024886,4910.4,0.62,1.55,44.8
20200210-22:54:10.021420,-108.212464,39.021899,3032,232.9,166,85.2,-108.056818,39.024886,4910.4,0.6,1.55,44.8
20200210-22:54:10.121420,-108.212556,39.021992,3032,232.5,165.9,85.1,-108.056822,39.024886,4910.4,0.58,1.55,44.8
20200210-22:54:10.221420,-108.212649,39.021992,3032,232.2,166,85.4,-108.056826,39.024887,4910.4,0.56,1.55,44.8
20200210-22:54:10.321440,-108.212741,39.021992,3032,233.2,166.4,85.6,-108.056829,39.024887,4910.4,0.57,1.55,44.8
20200210-22:54:10.421440,-108.212741,39.021992,3032,234.7,166.3,85.4,-108.056833,39.024887,4910.4,0.58,1.55,44.8
20200210-22:54:10.521440,-108.212834,39.021992,3032,234.4,166.2,85.4,-108.056837,39.024887,4910.4,0.59,1.55,44.8
20200210-22:54:10.621440,-108.212927,39.021992,3032,233.8,166.5,85.7,-108.056841,39.024887,4910.3,0.61,1.54,44.8
