UTC,Longitude (deg),Latitude (deg),Elevation (m),TB X (K),TB K (K),TB Ka (K),Antenna Longitude (deg),Antenna Latitude (deg),Antenna Altitude (m),Antenna Yaw (deg),Antenna Pitch (deg),Antenna Look Angle (deg)
20200210-22:52:46.619480,-108.147924,39.017177,3113,239.5,174,95,-108.053687,39.024712,4913.4,0.86,1.51,45
20200210-22:52:46.719480,-108.147924,39.017177,3113,239.8,173,94.6,-108.053691,39.024712,4913.3,0.86,1.51,45
20200210-22:52:46.819480,-108.148016,39.017177,3113,240.3,173.6,94.5,-108.053695,39.024712,4913.3,0.86,1.51,45
20200210-22:52:46.919480,-108.148109,39.017177,3113,239.7,173.9,94.2,-108.053699,39.024712,4913.3,0.87,1.51,45
20200210-22:52:47.019480,-108.148201,39.017177,3113,240,174,94,-108.053702,39.024713,4913.3,0.85,1.51,45
20200210-22:52:47.119500,-108.148294,39.017177,3113,239.7,173.3,93.6,-108.053706,39.024713,4913.3,0.85,1.51,45
20200210-22:52:47.219500,-108.148386,39.017177,3113,239.3,173.4,93.5,-108.05371,39.024713,4913.3,0.84,1.51,45
20200210-22:52:47.319480,-108.148386,39.017177,3113,241.3,173.3,93.3,-108.053714,39.024713,4913.3,0.83,1.51,45
20200210-22:52:47.419480,-108.148479,39.017177,3113,239.3,173.6,92.9,-108.053717,39.024713,4913.3,0.83,1.51,45
20200210-22:52:47.519500,-108.148572,39.017177,3113,239.7,174.2,91.8,-108.053721,39.024714,4913.3,0.84,1.51,45
20200210-22:52:47.619500,-108.148664,39.017177,3113,239.8,172.6,91.8,-108.053725,39.024714,4913.3,0.84,1.51,45
20200210-22:52:47.719500,-108.148757,39.017177,3113,240,173,91.3,-108.053729,39.024714,4913.3,0.84,1.51,45
20200210-22:52:47.819500,-108.148757,39.017269,3114,240.3,172.6,90.9,-108.053732,39.024714,4913.3,0.85,1.51,45
20200210-22:52:47.919500,-108.148849,39.017269,3114,240.1,172.1,90.1,-108.053736,39.024714,4913.3,0.84,1.51,45
20200210-22:52:48.019500,-108.148942,39.017269,3114,239.8,172.1,89.8,-108.05374,39.024715,4913.3,0.85,1.52,45
20200210-22:52:48.119500,-108.149035,39.017269,3114,240.4,172.8,89.4,-108.053744,39.024715,4913.3,0.86,1.52,45
20200210-22:52:48.219520,-108.149127,39.017269,3114,240.9,172,88.7,-108.053747,39.024715,4913.3,0.86,1.51,45
20200210-22:52:48.319520,-108.14922,39.017269,3115,242.2,171.7,88.3,-108.053751,39.024715,4913.3,0.86,1.51,45
20200210-22:52:48.419520,-108.14922,39.017269,3115,240.6,172.5,87.6,-108.053755,39.024716,4913.3,0.85,1.51,45
20200210-22:52:48.519520,-108.149312,39.017269,3115,240.1,171.8,87.3,-108.053759,39.024716,4913.3,0.85,1.52,45
20200210-22:52:48.619520,-108.149405,39.017362,3116,240.2,172.2,87.1,-108.053762,39.024716,4913.3,0.85,1.52,45
20200210-22:52:48.719520,-108.149498,39.017362,3117,241.3,172.2,86.5,-108.053766,39.024716,4913.3,0.85,1.51,45
20200210-22:52:48.819520,-108.14959,39.017362,3117,241.4,171.9,86.7,-108.05377,39.024716,4913.3,0.84,1.51,45
20200210-22:52:48.919540,-108.14959,39.017362,3117,240.7,171.8,86.7,-108.053774,39.024717,4913.3,0.84,1.52,45
20200210-22:52:49.019540,-108.149683,39.017362,3117,239.2,171.6,87,-108.053777,39.024717,4913.3,0.84,1.52,45
20200210-22:52:49.119540,-108.149775,39.017362,3117,238.6,171.9,87.1,-108.053781,39.024717,4913.3,0.83,1.51,45
20200210-22:52:49.219540,-108.149868,39.017362,3117,241.1,171.8,87.4,-108.053785,39.024717,4913.3,0.83,1.52,45
20200210-22:52:49.319540,-108.149961,39.017362,3117,239.7,171.2,88,-108.053789,39.024717,4913.3,0.82,1.52,45
20200210-22:52:49.419540,-108.149961,39.017362,3117,239,171.3,88.2,-108.053792,39.024718,4913.3,0.84,1.52,45
20200210-22:52:49.519540,-108.150053,39.017362,3117,239.8,172.2,89.3,-108.053796,39.024718,4913.2,0.85,1.52,44.9
20200210-22:52:49.619540,-108.150146,39.017455,3118,241.3,173.1,89.6,-108.0538,39.024718,4913.2,0.85,1.52,44.9
20200210-22:52:49.719540,-108.150238,39.017455,3118,239.8,171.1,90.2,-108.053804,39.024718,4913.2,0.87,1.52,44.9
20200210-22:52:49.819540,-108.150331,39.017455,3117,236.8,172.7,91.9,-108.053808,39.024718,4913.2,0.86,1.52,44.9
20200210-22:52:49.919560,-108.150424,39.017455,3117,238.1,173.4,92.1,-108.053811,39.024719,4913.2,0.86,1.52,44.9
20200210-22:52:50.019560,-108.150424,39.017455,3117,237.8,173.4,93.3,-108.053815,39.024719,4913.2,0.84,1.52,44.9
20200210-22:52:50.119560,-108.150516,39.017455,3117,239.5,174.3,93.8,-108.053819,39.024719,4913.2,0.83,1.52,44.9
20200210-22:52:50.219560,-108.150609,39.017455,3116,238.2,174.1,95,-108.053823,39.024719,4913.2,0.83,1.52,44.9
20200210-22:52:50.319560,-108.150701,39.017455,3116,237.5,174.4,95.3,-108.053826,39.024719,4913.2,0.83,1.52,44.9
20200210-22:52:50.419560,-108.150794,39.017455,3116,239.8,173.7,95.7,-108.05383,39.02472,4913.2,0.83,1.52,44.9
20200210-22:52:50.519560,-108.150887,39.017455,3115,238.2,173.3,96.2,-108.053834,39.02472,4913.2,0.84,1.52,44.9
20200210-22:52:50.619580,-108.150887,39.017455,3115,240.2,174.3,96.7,-108.053838,39.02472,4913.2,0.82,1.52,44.9
20200210-22:52:50.719580,-108.150979,39.017455,3115,239.5,175.1,96.9,-108.053841,39.02472,4913.2,0.81,1.52,44.9
20200210-22:52:50.819580,-108.151072,39.017455,3115,238.2,174.8,97.4,-108.053845,39.02472,4913.2,0.82,1.52,44.9
20200210-22:52:50.919580,-108.151164,39.017455,3114,238.6,174.9,97.9,-108.053849,39.024721,4913.2,0.83,1.53,44.9
20200210-22:52:51.019580,-108.151257,39.017455,3114,239,175.1,98.1,-108.053853,39.024721,4913.2,0.84,1.52,44.9
20200210-22:52:51.119580,-108.151257,39.017455,3114,237.9,175.4,98.1,-108.053856,39.024721,4913.2,0.85,1.52,44.9
20200210-22:52:51.219580,-108.15135,39.017547,3114,240.3,174.9,98.1,-108.05386,39.024721,4913.2,0.84,1.52,44.9
20200210-22:52:51.319580,-108.151442,39.017547,3114,239.7,175.6,98.2,-108.053864,39.024721,4913.2,0.83,1.53,44.9
20200210-22:52:51.419580,-108.151535,39.017547,3113,238.9,174.6,98.1,-108.053868,39.024722,4913.2,0.83,1.53,44.9
20200210-22:52:51.519580,-108.151627,39.017547,3113,240.3,174.5,97.9,-108.053871,39.024722,4913.2,0.81,1.53,44.9
20200210-22:52:51.619600,-108.151627,39.017547,3113,242.1,174.8,97.8,-108.053875,39.024722,4913.2,0.82,1.53,44.9
20200210-22:52:51.719600,-108.15172,39.017547,3113,241.3,174.7,97.2,-108.053879,39.024722,4913.2,0.83,1.53,44.9
20200210-22:52:51.819600,-108.151813,39.017547,3113,242.1,174.3,96.9,-108.053883,39.024722,4913.2,0.83,1.53,44.9
20200210-22:52:51.919600,-108.151905,39.017547,3113,241.8,174.3,96.8,-108.053886,39.024723,4913.2,0.84,1.53,44.9
20200210-22:52:52.019600,-108.151998,39.017547,3113,242.1,174.5,96.3,-108.05389,39.024723,4913.2,0.81,1.52,44.9
20200210-22:52:52.119600,-108.15209,39.017547,3113,240.5,173.3,95.8,-108.053894,39.024723,4913.2,0.8,1.53,44.9
20200210-22:52:52.219600,-108.15209,39.017547,3113,242.2,174.2,95.5,-108.053898,39.024723,4913.1,0.81,1.53,44.9
20200210-22:52:52.319620,-108.152183,39.017547,3113,240.2,173.1,95.2,-108.053901,39.024723,4913.1,0.8,1.53,44.9
20200210-22:52:52.419620,-108.152276,39.017547,3113,238.9,174.1,95.1,-108.053905,39.024724,4913.1,0.83,1.53,44.9
